,A,B,C,D,E,F,G,H
10.0,11834,11677,10721,10580,10891,11141,11651,11553
20.0,12341,12297,11309,11008,11510,11745,12204,11230
29.0,12527,11893,12008,11320,12392,11870,13042,11357
