,1,10,11,12,13,16,3,4,5,6,7,8
9.0,1593723,1599360,1595520,1625472,1868496,1614297,1253780,1276012,1257947,1275552,1233920,1951599
22.0,1760601,1747200,1761024,1736832,2124101,1765173,1341350,1334345,1327746,1386174,1304320,2211258
34.0,1863852,1811712,1822848,1796736,2187885,1812036,1396672,1420377,1392537,1395444,1407360,2282652
