,A,B,C,D,E,F,G,H
13.0,11526,10436,11637,12110,11142,11885,10759,11565
30.0,12374,11397,12483,12278,11962,12176,12221,12624
49.0,12646,13724,13090,12515,12848,12459,14588,12901
