,1,2,3,5,6,7,8,9
6.0,11267,11427,11521,12110,11830,12030,11362,12311
16.0,11805,12199,12130,12698,12646,12718,11910,13018
26.0,12459,12757,12670,13408,13208,13299,12489,13499
