,10,12,13,14,16,3,4,5,6,7,8
7.0,1821150,1740676,1852812,2516228,1720596,1195678,1204448,1204448,1185392,1157184,1973058
20.0,1842024,1865224,1927284,2680964,1827276,1276576,1267274,1269821,1249332,1239553,2074527
32.0,2032446,1992768,2058252,2594592,1875282,1334122,1327836,1335760,1308824,1314460,2166162
