,1,10,11,1213,13,14,15,16,17,17 & 18,1718,18,2,3,4,5,6,7,8,9
2.0,9221,9351,9167,8064,11453,10310,11217,10819,10819,8507,8569,10568,11415,9206,10119,9472,9478,9582,9489,10119
3.0,9556,9401,9003,8104,11711,10310,11278,10876,10876,8551,8613,10876,11593,9404,9608,9522,9531,9633,9540,9737
4.0,9611,9453,9267,8145,11578,10422,11339,10935,10935,8596,8658,10935,12086,9449,10229,9693,9583,9686,9312,10229
