,1,11,12,13,2,3,4,5,6,7,8,9
3.0,4235,4146,4162,4336,4278,4371,4130,4082,4151,4292,4248,4351
8.0,4340,4254,4283,4450,4396,4487,4243,4194,4265,4380,4364,4466
12.0,4422,4340,4372,4543,4490,4580,4333,4285,4356,4470,4480,4558
