,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
4.0,4461,4543,4515,4198,4325,4393,4342,4543,4480,4231,4402,4300,4417,4381,4597,4579,4508,4559,4553,4564
8.0,4342,4472,4692,4364,4415,4495,4500,4450,4683,4262,4559,4429,4552,4582,4687,4544,4631,4655,4666,4654
13.0,4400,4544,4771,4450,4494,4573,4578,4503,4504,4338,4641,4673,4634,4624,4508,4491,4712,4721,4638,4734
