,A,B,C,D,E,F,G,H
4.0,5205452,4174796,6299465,5250530,5144255,6471043,4338772,5128732
9.0,5260252,4298396,6488768,5375335,5299580,6665309,4467728,5711804
14.0,5394512,4490800,6797892,5544285,5461990,6805691,4591740,5443284
