,1,10,11,1213,13,14,15,16,17,17 & 18,1718,18,2,3,4,5,6,7,8,9
2.0,205,260,220,370,145,205,165,165,165,330,330,165,145,215,210,250,210,245,245,210
3.0,205,260,220,370,145,205,165,165,165,330,330,165,145,215,210,250,210,245,245,210
4.0,205,260,220,370,145,205,165,165,165,330,330,165,145,215,210,250,210,245,245,210
