,A,B,C,D,E,F,G,H
9.0,6040972,5996928,8833050,6093940,6161780,9794520,6301292,6548626
19.0,6367795,6349104,9320670,6358410,6502040,10355040,6529474,6890380
29.0,6520423,6380568,9928170,6526420,6371130,10697670,6456846,6599502
