,10,12,13,14,16,3,4,5,6,7,8
7.0,426,428,428,572,381,278,283,283,278,287,447
20.0,426,428,428,572,381,278,283,283,278,287,447
32.0,426,428,428,572,381,278,283,283,278,287,447
