,1,10,11,12,13,14,15,16,2,3,4,5,6,7
6.0,4300422,4094012,4121057,3664122,3690533,2952627,2925348,4312696,4094012,4071540,3690533,3621002,2952627,2952627
17.0,4537504,4273923,4279296,3817760,3815085,3098981,3048903,4510062,4297751,4273923,3815085,3762759,3072927,3098981
28.0,4630102,4390254,4487649,3998850,3909245,3208632,3151005,4667508,4432976,4408845,3876420,3850980,3208632,3229083
