,A,B,C,D,E,F,G,H
9.0,10924,10864,10905,11498,11626,12092,11626,11842
19.0,11515,11502,11507,11997,12268,12784,12047,12460
29.0,11791,11559,12257,12314,12021,13207,11913,11934
