,A,B,C,D,E,F,G
4.0,6309534,5202126,7060259,7211699,5202126,5202126,11018140
10.0,6575261,5371194,7210437,7450217,5371194,5371194,11386620
16.0,6777925,5543766,7581465,7684949,5543766,5543766,11363100
