,11,12,13,14,15,16,17,18,2,20,21,22,220,222,225,23,24,26,27,28,29,2931,3,30,31,32,322,332,4,412,422,5,518,6,8,9
3.0,6408605,4577067,6145930,6012792,6145930,6196319,6145930,4517150,5108263,4351506,6145930,4490850,4464520,4490850,6145930,6184500,4681200,4490850,6145930,4490850,6721778,,6145930,5926011,6886306,6130761,4490850,6130761,4393548,4464520,4490850,7241480,4517150,5751726,5981472,6145930
4.0,7015406,14617859,6182505,6048432,6182505,6275253,6182505,4544584,4773434,4491606,6182505,4518110,4491606,4518110,6182505,6251000,4518110,4518110,6182505,5229220,6761846,,6182505,5961046,6937238,6166563,4518110,6166563,4420629,4491606,4518110,7280514,4544584,5785716,6016892,6182505
6.0,6474440,14787168,6251000,6115176,6251000,6300486,6251000,4596141,5902172,4542509,6251000,4569340,4542509,4569340,6251000,6320825,4569340,4569340,6251000,4569340,6837530,,6251000,6026657,7002401,6234852,4569340,6234852,4470660,4542509,4569340,7390145,4596141,5849370,6083224,6251000
