,subjFloor,floorLv,unitNo,price,npsf,nfa
1.0/F低層13D,1.0,低層,13D,,,
2.0/F中層13D,2.0,中層,13D,,,
3.0/F高層13D,3.0,高層,13D,2099232,3152,666
1.0/F低層14C,1.0,低層,14C,,,
2.0/F中層14C,2.0,中層,14C,,,
3.0/F高層14C,3.0,高層,14C,,,
1.0/F低層14D,1.0,低層,14D,,,
2.0/F中層14D,2.0,中層,14D,2159172,3242,666
3.0/F高層14D,3.0,高層,14D,,,
1.0/F低層7B,1.0,低層,7B,3364120,2713,1240
2.0/F中層7B,2.0,中層,7B,3381480,2727,1240
3.0/F高層7B,3.0,高層,7B,3398840,2741,1240
1.0/F低層8B,1.0,低層,8B,3364120,2713,1240
2.0/F中層8B,2.0,中層,8B,3381480,2727,1240
3.0/F高層8B,3.0,高層,8B,3398840,2741,1240
