,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層1,6.0,低層,1,7164720,11160,642
16.0/F中層1,16.0,中層,1,7667406,11943,642
26.0/F高層1,26.0,高層,1,8090484,12602,642
6.0/F低層10,6.0,低層,10,5315323,14099,377
16.0/F中層10,16.0,中層,10,5558111,14743,377
26.0/F高層10,26.0,高層,10,5653115,14995,377
6.0/F低層11,6.0,低層,11,5924724,12714,466
16.0/F中層11,16.0,中層,11,6076640,13040,466
26.0/F高層11,26.0,高層,11,6399578,13733,466
6.0/F低層2,6.0,低層,2,6008376,12414,484
16.0/F中層2,16.0,中層,2,6331688,13082,484
26.0/F高層2,26.0,高層,2,6544164,13521,484
6.0/F低層3,6.0,低層,3,5899729,12473,473
16.0/F中層3,16.0,中層,3,6254006,13222,473
26.0/F高層3,26.0,高層,3,6565992,13911,472
6.0/F低層5,6.0,低層,5,5542636,13453,412
16.0/F中層5,16.0,中層,5,5797252,14071,412
26.0/F高層5,26.0,高層,5,6069584,14732,412
6.0/F低層6,6.0,低層,6,5703697,12319,463
16.0/F中層6,16.0,中層,6,6037983,13041,463
26.0/F高層6,26.0,高層,6,6306986,13622,463
6.0/F低層7,6.0,低層,7,5615902,12182,461
16.0/F中層7,16.0,中層,7,6006369,13029,461
26.0/F高層7,26.0,高層,7,6327225,13725,461
6.0/F低層8,6.0,低層,8,5236264,13816,379
16.0/F中層8,16.0,中層,8,5486025,14475,379
26.0/F高層8,26.0,高層,8,5473518,14442,379
6.0/F低層9,6.0,低層,9,5125217,13523,379
16.0/F中層9,16.0,中層,9,5369293,14167,379
26.0/F高層9,26.0,高層,9,5639899,14881,379
