,1,2,3,5,6,7,8,9
7.0,6146800,5800392,5411304,6386380,5799840,5194854,5318838,5776323
18.0,6462852,6383520,5703432,6707756,6301920,5329422,5393682,6329718
27.0,6724696,6514092,5833176,6836984,6588480,5486670,5584572,6439930
