,A,B,C,D,E,F,G
4.0,6677671,5571798,7045115,7709558,5669034,5738238,12873280
10.0,6968192,5813136,7255869,7112632,5715462,5756634,13321140
16.0,7048503,6010236,7527199,8396717,5944098,6101340,13691580
