,1,10,11,12,13,14,15,16,2,3,4,5,6,7
6.0,6657,6812,6857,6798,6847,6819,6756,6676,6812,6820,6847,6718,6819,6819
17.0,7024,7159,7168,7136,7131,7157,7107,7058,7151,7159,7131,6981,7163,7157
28.0,7303,7391,7517,7545,7307,7532,7345,7362,7376,7385,7314,7266,7532,7527
