,1,10,11,12,13,14,15,16,2,3,4,5,6,7
6.0,646,601,601,539,539,433,433,646,601,597,539,539,433,433
17.0,646,597,597,535,535,433,429,639,601,597,535,539,429,433
28.0,634,594,597,530,535,426,429,634,601,597,530,530,426,429
