,1,12,2,3,5,6,7
6.0,7796439,18743832,7758705,5744946,5604240,6802292,7198968
16.0,7909542,19780020,8052825,5968275,5866896,7638797,7568191
26.0,8947278,20918928,8893905,6072918,6093072,7969553,7893976
