,11,12,13,14,15,16,17,18,2,20,21,22,220,222,225,23,24,26,27,28,29,2931,3,30,31,32,322,332,4,412,422,5,518,6,8,9
3.0,665,467,665,648,665,647,665,473,499,467,665,470,467,470,665,665,470,470,665,470,742,,665,637,749,663,470,663,459,467,470,673,473,618,644,665
4.0,743,1273,665,648,665,647,665,473,499,467,665,470,467,470,665,665,470,470,665,470,742,,665,637,749,663,470,663,459,467,470,673,473,618,644,665
6.0,665,1273,665,648,665,647,665,473,499,467,665,470,467,470,665,665,470,470,665,470,742,,665,637,749,663,470,663,459,467,470,665,473,618,644,665
