,13,14,16,19,2,21,24,3,4,6,7,9
10.0,447,443,485,443,443,489,381,443,489,443,443,486
20.0,447,443,485,443,443,489,381,443,489,443,443,486
30.0,447,443,485,443,443,489,381,443,489,443,443,486
