,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層1,7.0,低層,1,4985064,11304,441,377,4,NST
18.0/F中層1,18.0,中層,1,5309640,12040,441,321,3,NST
28.0/F高層1,28.0,高層,1,5445468,12348,441,390,4,NST
7.0/F低層10,7.0,低層,10,6235600,10480,595,383,4,NST
18.0/F中層10,18.0,中層,10,6445635,10833,595,325,3,NST
28.0/F高層10,28.0,高層,10,6701485,11263,595,327,3,NST
7.0/F低層11,7.0,低層,11,4168500,11116,375,384,4,NST
18.0/F中層11,18.0,中層,11,4358625,11623,375,400,4,NST
28.0/F高層11,28.0,高層,11,4541625,12111,375,380,4,NST
7.0/F低層12,7.0,低層,12,4862466,11026,441,400,4,NST
18.0/F中層12,18.0,中層,12,5080761,11521,441,377,4,NST
28.0/F高層12,28.0,高層,12,5147352,11672,441,336,4,NST
7.0/F低層13,7.0,低層,13,4919796,11156,441,337,4,NST
18.0/F中層13,18.0,中層,13,5118246,11606,441,357,4,NST
28.0/F高層13,28.0,高層,13,5180868,11748,441,348,4,NST
7.0/F低層14,7.0,低層,14,4141440,10785,384,403,4,NST
18.0/F中層14,18.0,中層,14,4334592,11288,384,380,4,NST
28.0/F高層14,28.0,高層,14,4538496,11819,384,350,4,NST
7.0/F低層15,7.0,低層,15,4450464,11016,404,366,4,NST
18.0/F中層15,18.0,中層,15,4677916,11579,404,389,4,NST
28.0/F高層15,28.0,高層,15,4860524,12031,404,384,4,NST
7.0/F低層16,7.0,低層,16,6409340,10772,595,386,4,NST
18.0/F中層16,18.0,中層,16,6571180,11044,595,363,4,NST
28.0/F高層16,28.0,高層,16,6819890,11462,595,346,4,NST
7.0/F低層17,7.0,低層,17,4161568,11068,376,370,4,NST
18.0/F中層17,18.0,中層,17,4386375,11697,375,394,4,NST
28.0/F高層17,28.0,高層,17,4598856,12231,376,371,4,NST
7.0/F低層18,7.0,低層,18,4932585,11185,441,383,4,NST
18.0/F中層18,18.0,中層,18,5210856,11816,441,385,4,NST
28.0/F高層18,28.0,高層,18,5306112,12032,441,356,4,NST
7.0/F低層2,7.0,低層,2,4265250,11374,375,328,3,NST
18.0/F中層2,18.0,中層,2,4447125,11859,375,324,3,NST
28.0/F高層2,28.0,高層,2,4560750,12162,375,373,4,NST
7.0/F低層3,7.0,低層,3,6020210,10118,595,358,3,NST
18.0/F中層3,18.0,中層,3,6509895,10941,595,347,4,NST
28.0/F高層3,28.0,高層,3,6604500,11100,595,343,4,NST
7.0/F低層4,7.0,低層,4,4657312,11528,404,322,3,NST
18.0/F中層4,18.0,中層,4,4870220,12055,404,341,3,NST
28.0/F高層4,28.0,高層,4,4970008,12302,404,340,3,NST
7.0/F低層5,7.0,低層,5,4250496,11069,384,341,4,NST
18.0/F中層5,18.0,中層,5,4492416,11699,384,340,3,NST
28.0/F高層5,28.0,高層,5,4488576,11689,384,351,3,NST
7.0/F低層6,7.0,低層,6,5927854,10937,542,390,4,NST
18.0/F中層6,18.0,中層,6,6057934,11177,542,388,4,NST
28.0/F高層6,28.0,高層,6,6237336,11508,542,358,4,NST
7.0/F低層7,7.0,低層,7,5978802,11031,542,328,4,NST
18.0/F中層7,18.0,中層,7,6158204,11362,542,324,4,NST
28.0/F高層7,28.0,高層,7,6203190,11445,542,310,4,NST
7.0/F低層8,7.0,低層,8,4106112,10693,384,358,4,NST
18.0/F中層8,18.0,中層,8,4286592,11163,384,374,4,NST
28.0/F高層8,28.0,高層,8,4421376,11514,384,363,4,NST
7.0/F低層9,7.0,低層,9,4570452,11313,404,382,4,NST
18.0/F中層9,18.0,中層,9,4971624,12306,404,349,3,NST
28.0/F高層9,28.0,高層,9,4850828,12007,404,351,4,NST
