,1,10,11,12,13,14,15,2,3,5,7,8,9
2.0,329,321,366,351,334,327,331,690,338,338,728,374,404
5.0,329,321,366,351,334,327,331,690,338,338,728,374,404
8.0,329,321,366,351,334,327,331,690,338,338,728,374,404
