,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層A,4.0,低層,A,7398460,11933,620,331,3,KKT
7.0/F中層A,7.0,中層,A,7513160,12118,620,345,3,KKT
10.0/F高層A,10.0,高層,A,7631580,12309,620,349,3,KKT
4.0/F低層B,4.0,低層,B,7707220,12431,620,333,4,KKT
7.0/F中層B,7.0,中層,B,7821920,12616,620,341,4,KKT
10.0/F高層B,10.0,高層,B,7942200,12810,620,339,4,KKT
4.0/F低層C,4.0,低層,C,7141500,12420,575,364,4,KKT
7.0/F中層C,7.0,中層,C,7247875,12605,575,374,4,KKT
10.0/F高層C,10.0,高層,C,7358850,12798,575,372,4,KKT
4.0/F低層D,4.0,低層,D,7748140,12497,620,373,4,KKT
7.0/F中層D,7.0,中層,D,7861600,12680,620,380,4,KKT
10.0/F高層D,10.0,高層,D,7981260,12873,620,377,4,KKT
4.0/F低層E,4.0,低層,E,7800625,12481,625,374,4,KKT
7.0/F中層E,7.0,中層,E,7917500,12668,625,384,4,KKT
10.0/F高層E,10.0,高層,E,8040625,12865,625,383,4,KKT
4.0/F低層F,4.0,低層,F,7159325,12451,575,324,4,KKT
7.0/F中層F,7.0,中層,F,7265125,12635,575,332,4,KKT
10.0/F高層F,10.0,高層,F,7377250,12830,575,330,4,KKT
