,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層whole floor,5.0,低層,whole floor,5604416,20912,268,170,2,HSW
8.0/F中層whole floor,8.0,中層,whole floor,5718584,21338,268,179,2,HSW
10.0/F高層whole floor,10.0,高層,whole floor,5838648,21786,268,244,2,HSW
