,1,2,3,4,5,6,7,8
6.0,14583,16785,16109,14291,14287,16949,16361,14065
16.0,15159,17535,17141,15055,15415,17653,17350,14926
25.0,15680,18123,17854,15502,15465,18044,17537,15483
