,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層A,2.0,低層,A,8829702,23359,378
5.0/F中層A,5.0,中層,A,7774704,20568,378
8.0/F高層A,8.0,高層,A,7931574,20983,378
2.0/F低層B,2.0,低層,B,9133800,23420,390
5.0/F中層B,5.0,中層,B,9052290,23211,390
8.0/F高層B,8.0,高層,B,9195030,23577,390
2.0/F低層C,2.0,低層,C,9138870,23433,390
5.0/F中層C,5.0,中層,C,8048040,20636,390
8.0/F高層C,8.0,高層,C,8211060,21054,390
2.0/F低層D,2.0,低層,D,9134748,24166,378
5.0/F中層D,5.0,中層,D,7683984,20328,378
8.0/F高層D,8.0,高層,D,7840098,20741,378
2.0/F低層E,2.0,低層,E,6422150,21770,295
5.0/F中層E,5.0,中層,E,6965758,21974,317
8.0/F高層E,8.0,高層,E,7073538,22314,317
2.0/F低層F,2.0,低層,F,6545327,22339,293
5.0/F中層F,5.0,中層,F,6650221,22697,293
8.0/F高層F,8.0,高層,F,7797120,20960,372
