,A,B,C,D,E,F,G,H,J,K,L,M
7.0,478,462,432,576,576,432,593,579,432,576,576,467
19.0,478,462,432,576,576,432,593,579,432,576,576,467
30.0,478,462,432,576,576,432,593,579,432,576,576,467
