,1,10,12,13,19,2,3,4
8.0,5421,6164,6014,6116,6164,6160,6164,6119
18.0,5708,6460,6301,6408,6460,6476,6460,6411
28.0,6280,6150,5963,6172,6150,6757,6150,6687
