,1,2,3,5,6,7,8,9
11.0,5861184,5742165,7082812,7699560,7630178,6580458,6702412,6733296
22.0,6159104,6096090,7893168,8610122,8656786,6950254,7382994,7373064
35.0,6238848,6377514,8013970,8635910,8638980,7323422,7402664,7681632
