,A,B,C,D,E,F,G,H
4.0,12654,9606,9940,9965,9868,11202,11111,12448
10.0,13006,9855,9969,10069,9934,11476,11409,12807
15.0,13307,10055,10162,10236,10103,11720,11579,13548
