,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,4003391,4700630,3749250,4105724,4105724,3822375,4884580,3762750,3771075,4011365,3794250,4804774,3756000,3841530,4649024,4558176,3777620,3846750
18.0,4275393,4902126,3956625,4237738,4237738,3972375,5017024,4017000,3997070,4192552,4005375,5052116,3864000,3952025,4861728,4844320,3760295,3896625
28.0,4239067,5193616,4058625,4243497,4243497,3999375,5185126,4032375,3963575,4213373,4167375,5284742,3950250,4000535,5024384,5018400,3914295,4030500
