,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層1,6.0,低層,1,5786928,11482,504,140,2,NKC
17.0/F中層1,17.0,中層,1,6077232,12058,504,162,2,NKC
28.0/F高層1,28.0,高層,1,6369048,12637,504,166,2,NKC
6.0/F低層2,6.0,低層,2,5444621,11609,469,140,2,NKC
17.0/F中層2,17.0,中層,2,5717110,12190,469,162,2,NKC
28.0/F高層2,28.0,高層,2,5991006,12774,469,166,2,NKC
6.0/F低層3,6.0,低層,3,5444621,11609,469,140,2,NKC
17.0/F中層3,17.0,中層,3,5717110,12190,469,162,2,NKC
28.0/F高層3,28.0,高層,3,5991006,12774,469,166,2,NKC
6.0/F低層4,6.0,低層,4,5680346,11522,493,140,2,NKC
17.0/F中層4,17.0,中層,4,5964807,12099,493,162,2,NKC
28.0/F高層4,28.0,高層,4,6251240,12680,493,166,2,NKC
6.0/F低層5,6.0,低層,5,5787432,11483,504,177,2,NKC
17.0/F中層5,17.0,中層,5,6079248,12062,504,204,2,NKC
28.0/F高層5,28.0,高層,5,6372576,12644,504,214,2,NKC
6.0/F低層6,6.0,低層,6,5444621,11609,469,176,2,NKC
17.0/F中層6,17.0,中層,6,5715234,12186,469,204,2,NKC
28.0/F高層6,28.0,高層,6,5988192,12768,469,204,2,NKC
6.0/F低層7,6.0,低層,7,5444621,11609,469,140,2,NKC
17.0/F中層7,17.0,中層,7,5717110,12190,469,162,2,NKC
28.0/F高層7,28.0,高層,7,5991006,12774,469,166,2,NKC
6.0/F低層8,6.0,低層,8,5680346,11522,493,140,2,NKC
17.0/F中層8,17.0,中層,8,5964807,12099,493,162,2,NKC
28.0/F高層8,28.0,高層,8,6251240,12680,493,166,2,NKC
