,A,B,C,D,E,F,G,H
6.0,11909,12755,13470,12603,13074,12147,13543,13159
15.0,12422,13233,14016,12823,12924,13004,13992,13653
24.0,13320,12529,13860,13491,13542,13026,13967,14147
