,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,6160320,12834,480
13.0/F中層A,13.0,中層,A,6708000,13975,480
20.0/F高層A,20.0,高層,A,6980160,14542,480
6.0/F低層B,6.0,低層,B,5103000,13608,375
13.0/F中層B,13.0,中層,B,5319375,14185,375
20.0/F高層B,20.0,高層,B,5539500,14772,375
6.0/F低層C,6.0,低層,C,5125845,14439,355
13.0/F中層C,13.0,中層,C,5132590,14458,355
20.0/F高層C,20.0,高層,C,5351270,15074,355
6.0/F低層D,6.0,低層,D,5544035,15617,355
13.0/F中層D,13.0,中層,D,5784725,16295,355
20.0/F高層D,20.0,高層,D,6031095,16989,355
6.0/F低層E,6.0,低層,E,5331745,15019,355
13.0/F中層E,13.0,中層,E,5576340,15708,355
20.0/F高層E,20.0,高層,E,5819160,16392,355
6.0/F低層E & F,6.0,低層,E & F,7561005,10149,745
13.0/F中層E & F,13.0,中層,E & F,7917115,10627,745
20.0/F高層E & F,20.0,高層,E & F,8273970,11106,745
6.0/F低層EF,6.0,低層,EF,8152535,10943,745
13.0/F中層EF,13.0,中層,EF,8548875,11475,745
20.0/F高層EF,20.0,高層,EF,8967565,12037,745
6.0/F低層F,6.0,低層,F,5344950,13705,390
13.0/F中層F,13.0,中層,F,5571930,14287,390
20.0/F高層F,20.0,高層,F,5801640,14876,390
