,A,B,C,D,E,F,G,H
9.0,14721,14273,15087,14176,14291,14733,15085,15376
20.0,15240,14977,15470,14367,14359,15156,15137,16137
30.0,15817,16338,15998,15353,15004,19262,15465,16465
