,10,11,15,16,18,2,4,5,9
9.0,4681940,2427080,4163276,2639802,2938419,2400384,2635325,2469390,2621080
18.0,4919705,2547776,4297228,2773298,3086381,2522208,2766786,2594515,2754983
27.0,5162055,2674488,4593836,2899061,3220167,2648920,2907201,2723875,2892142
