,1,2,3,4,5,6,7,8
7.0,12388,11850,12006,13012,12628,11950,11837,12678
15.0,12633,12161,12158,13402,12984,12473,12166,12959
23.0,12803,12518,12647,13477,13498,12833,12379,13462
