,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
17.0/F低層1,17.0,低層,1,6526318,14633,446,347,3,NTW
34.0/F中層1,34.0,中層,1,6943328,15568,446,372,3,NTW
51.0/F高層1,51.0,高層,1,7206022,16157,446,380,3,NTW
17.0/F低層10,17.0,低層,10,6401214,13946,459,340,3,NTW
34.0/F中層10,34.0,中層,10,6704613,14607,459,326,3,NTW
51.0/F高層10,51.0,高層,10,6942834,15126,459,382,4,NTW
17.0/F低層11,17.0,低層,11,6494206,14561,446,372,3,NTW
34.0/F中層11,34.0,中層,11,6879104,15424,446,384,3,NTW
51.0/F高層11,51.0,高層,11,7272030,16305,446,335,3,NTW
17.0/F低層12,17.0,低層,12,6044638,13553,446,343,3,NTW
34.0/F中層12,34.0,中層,12,6505356,14586,446,351,3,NTW
51.0/F高層12,51.0,高層,12,7140906,16011,446,383,4,NTW
17.0/F低層15,17.0,低層,15,6073488,13232,459,332,3,NTW
34.0/F中層15,34.0,中層,15,6472818,14102,459,369,3,NTW
51.0/F高層15,51.0,高層,15,6978636,15204,459,322,3,NTW
17.0/F低層16,17.0,低層,16,7800928,13856,563,361,3,NTW
34.0/F中層16,34.0,中層,16,8296368,14736,563,340,3,NTW
51.0/F高層16,51.0,高層,16,8662881,15387,563,365,4,NTW
17.0/F低層17,17.0,低層,17,6577922,15262,431,409,3,NTW
34.0/F中層17,34.0,中層,17,6469310,15010,431,377,3,NTW
51.0/F高層17,51.0,高層,17,6630073,15383,431,422,3,NTW
17.0/F低層18,17.0,低層,18,5413200,16656,325,364,3,NTW
34.0/F中層18,34.0,中層,18,5646875,17375,325,406,3,NTW
51.0/F高層18,51.0,高層,18,5889000,18120,325,357,3,NTW
17.0/F低層19,17.0,低層,19,5580575,17171,325,373,3,NTW
34.0/F中層19,34.0,中層,19,5489900,16892,325,364,3,NTW
51.0/F高層19,51.0,高層,19,5730400,17632,325,439,3,NTW
17.0/F低層2,17.0,低層,2,6611436,14404,459,400,4,NTW
34.0/F中層2,34.0,中層,2,6755562,14718,459,400,4,NTW
51.0/F高層2,51.0,高層,2,6972669,15191,459,379,4,NTW
17.0/F低層20,17.0,低層,20,6486981,15051,431,394,4,NTW
34.0/F中層20,34.0,中層,20,6733944,15624,431,379,4,NTW
51.0/F高層20,51.0,高層,20,6995992,16232,431,385,4,NTW
17.0/F低層21,17.0,低層,21,7855539,13953,563,362,3,NTW
34.0/F中層21,34.0,中層,21,8099881,14387,563,374,3,NTW
51.0/F高層21,51.0,高層,21,8555348,15196,563,375,3,NTW
17.0/F低層22,17.0,低層,22,5762286,12554,459,327,3,NTW
34.0/F中層22,34.0,中層,22,6256170,13630,459,354,3,NTW
51.0/F高層22,51.0,高層,22,6675696,14544,459,378,3,NTW
17.0/F低層23,17.0,低層,23,6423738,14403,446,388,3,NTW
34.0/F中層23,34.0,中層,23,6541482,14667,446,328,3,NTW
51.0/F高層23,51.0,高層,23,6986144,15664,446,365,4,NTW
17.0/F低層3,17.0,低層,3,7862295,13965,563,322,3,NTW
34.0/F中層3,34.0,中層,3,8250765,14655,563,366,4,NTW
51.0/F高層3,51.0,高層,3,8598699,15273,563,363,4,NTW
17.0/F低層5,17.0,低層,5,6294755,14605,431,361,4,NTW
34.0/F中層5,34.0,中層,5,6561544,15224,431,342,3,NTW
51.0/F高層5,51.0,高層,5,6983493,16203,431,433,3,NTW
17.0/F低層6,17.0,低層,6,5103800,15704,325,405,3,NTW
34.0/F中層6,34.0,中層,6,5579275,17167,325,361,3,NTW
51.0/F高層6,51.0,高層,6,5963425,18349,325,321,3,NTW
17.0/F低層7,17.0,低層,7,5476250,16850,325,346,3,NTW
34.0/F中層7,34.0,中層,7,5582525,17177,325,416,4,NTW
51.0/F高層7,51.0,高層,7,5701475,17543,325,328,3,NTW
17.0/F低層8,17.0,低層,8,6026242,13982,431,414,3,NTW
34.0/F中層8,34.0,中層,8,6645589,15419,431,353,3,NTW
51.0/F高層8,51.0,高層,8,7006767,16257,431,337,3,NTW
17.0/F低層9,17.0,低層,9,7619079,13533,563,378,4,NTW
34.0/F中層9,34.0,中層,9,8029506,14262,563,386,4,NTW
51.0/F高層9,51.0,高層,9,8850923,15721,563,370,4,NTW
