,1,2,3,4,5,6,7,8,9
4.0,13840,13047,14789,14983,14404,12614,14971,14514,14396
8.0,14177,13378,15149,15351,14752,13496,15337,14868,14766
11.0,14451,13626,14090,15614,15007,13766,15598,15120,15044
