,A,B,C,D,E,F,G
10.0,24106680,22402252,6877002,6195582,10745895,23502915,10971312
22.0,30415140,24952470,7059184,7130718,10578258,23662040,12349599
32.0,32692690,26447768,7778496,7460892,11108157,25445680,11397216
