,A,B,C,D,E,F,G,H
9.0,4982376,5299236,5347350,8129100,7968100,6541775,5344272,5088784
23.0,5124561,5565664,5501115,8306200,8370600,6744750,5451264,5420506
38.0,5190405,5711264,10937283,8208900,8455300,13061100,5680896,5232853
