,A,B,C,D,E,F,G,H,J
14.0,7323492,7152780,6875022,9516417,8276499,8665976,7454084,11822646,7021944
26.0,7742399,7404980,7160475,10129164,8617833,9125584,7825312,12252723,7338656
38.0,8012678,7771155,7503405,10529069,8920611,9639504,7946796,12796620,7731360
