,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
7.0,651,610,610,546,546,440,440,651,610,610,546,546,440,440,651,561
19.0,647,608,608,541,541,438,438,647,608,610,541,541,438,438,647,647
31.0,643,607,607,537,541,435,435,643,607,607,537,537,435,438,643,643
