,A,B,C,D,E,F,G
12.0,21641620,17907912,17972064,21541980,25858680,24317432,26270904
26.0,23367460,19001664,18882864,22035480,27257870,25675086,28094190
39.0,23409760,19538904,20093040,23056320,28551720,26968194,29067144
