,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,28,29,31,32,33,34,4,5,6,7,8,9
2.0,12127,15868,10365,7456,7456,7445,7445,10000,10000,10052,10052,15868,15868,10052,7456,7322,7445,7445,7633,10000,10000,9946,10052,14771,10000,7445,7445,10000,10013,10052
5.0,13948,17853,8797,7635,7635,7624,7624,8753,8753,8797,8797,13827,17853,8797,7635,7689,7624,7624,8726,8753,8753,11202,8797,16441,8753,7624,7624,8753,11317,8797
8.0,15769,19838,9927,8636,8636,8624,8624,9877,9877,9927,9927,15714,19838,9927,8636,8730,8624,8624,9842,9877,9877,11196,9927,18570,9877,8624,8624,9877,12619,9927
