,A,B,C,D,E,F,G
5.0,5515225,4521600,5889540,5676165,5676165,6039615,4106250
10.0,5691450,4665600,5062600,5715765,5857830,6232215,4236555
15.0,,,5237275,5769720,6057315,6444075,4388030
