,1,10,15,16,18,20,3,4,5,6,7,9,A2,A3,B10,B6,B7,B8,B9,C2,D4,E1,E2,E3,E5,F11,F15,F16,F17,F18,F19,F5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
