,A,B,C,D,E,F,G,H
8.0,10573500,11225984,11218504,10206420,10428727,8237700,8364600,10439655
15.0,11009740,11735372,11736120,10665270,10900680,8816580,8743680,10905461
22.0,11573660,12231296,12225312,11110155,11355558,9272880,9116820,11350777
