,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層1,7.0,低層,1,4084476,11252,363,342,3,NSS
18.0/F中層1,18.0,中層,1,4240566,11682,363,357,4,NSS
29.0/F高層1,29.0,高層,1,4194102,11554,363,358,4,NSS
7.0/F低層10,7.0,低層,10,4312330,10945,394,358,4,NSS
18.0/F中層10,18.0,中層,10,4358822,11063,394,382,4,NSS
29.0/F高層10,29.0,高層,10,4443532,11278,394,382,3,NSS
7.0/F低層11,7.0,低層,11,4785588,10926,438,331,4,NSS
18.0/F中層11,18.0,中層,11,4881948,11146,438,329,4,NSS
29.0/F高層11,29.0,高層,11,4934070,11265,438,343,4,NSS
7.0/F低層12,7.0,低層,12,4007718,11418,351,428,3,NSS
18.0/F中層12,18.0,中層,12,4183569,11919,351,341,3,NSS
29.0/F高層12,29.0,高層,12,4336956,12356,351,333,3,NSS
7.0/F低層13,7.0,低層,13,4011150,11050,363,350,3,NSS
18.0/F中層13,18.0,中層,13,4234032,11664,363,379,4,NSS
29.0/F高層13,29.0,高層,13,4221327,11629,363,404,4,NSS
7.0/F低層14,7.0,低層,14,4275688,10852,394,358,4,NSS
18.0/F中層14,18.0,中層,14,4277658,10857,394,391,4,NSS
29.0/F高層14,29.0,高層,14,4305238,10927,394,341,3,NSS
7.0/F低層15,7.0,低層,15,4606884,10518,438,397,4,NSS
18.0/F中層15,18.0,中層,15,4780332,10914,438,385,4,NSS
29.0/F高層15,29.0,高層,15,4936260,11270,438,356,4,NSS
7.0/F低層16,7.0,低層,16,3924180,11610,338,326,4,NSS
18.0/F中層16,18.0,中層,16,4001582,11839,338,334,4,NSS
29.0/F高層16,29.0,高層,16,4097912,12124,338,328,3,NSS
7.0/F低層2,7.0,低層,2,4449836,11294,394,331,4,NSS
18.0/F中層2,18.0,中層,2,4371430,11095,394,341,4,NSS
29.0/F高層2,29.0,高層,2,4548730,11545,394,365,4,NSS
7.0/F低層3,7.0,低層,3,4784712,10924,438,375,4,NSS
18.0/F中層3,18.0,中層,3,4863114,11103,438,382,3,NSS
29.0/F高層3,29.0,高層,3,4931880,11260,438,391,4,NSS
7.0/F低層4,7.0,低層,4,4020354,11454,351,388,4,NSS
18.0/F中層4,18.0,中層,4,4123197,11747,351,357,3,NSS
29.0/F高層4,29.0,高層,4,4258332,12132,351,355,3,NSS
7.0/F低層5,7.0,低層,5,4138926,11402,363,350,4,NSS
18.0/F中層5,18.0,中層,5,4231854,11658,363,356,4,NSS
29.0/F高層5,29.0,高層,5,4268880,11760,363,388,4,NSS
7.0/F低層6,7.0,低層,6,4429348,11242,394,393,4,NSS
18.0/F中層6,18.0,中層,6,4508542,11443,394,383,4,NSS
29.0/F高層6,29.0,高層,6,4560156,11574,394,381,4,NSS
7.0/F低層7,7.0,低層,7,4785588,10926,438,331,4,NSS
18.0/F中層7,18.0,中層,7,4796976,10952,438,336,4,NSS
29.0/F高層7,29.0,高層,7,4845156,11062,438,361,4,NSS
7.0/F低層8,7.0,低層,8,3876860,11470,338,336,4,NSS
18.0/F中層8,18.0,中層,8,3966092,11734,338,325,4,NSS
29.0/F高層8,29.0,高層,8,4038762,11949,338,346,4,NSS
7.0/F低層9,7.0,低層,9,4180671,11517,363,379,4,NSS
18.0/F中層9,18.0,中層,9,4117146,11342,363,353,3,NSS
29.0/F高層9,29.0,高層,9,4501563,12401,363,384,4,NSS
