,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層B,6.0,低層,B,4876350,8265,590,216,2,NSS
14.0/F中層B,14.0,中層,B,5011460,8494,590,234,2,NSS
22.0/F高層B,22.0,高層,B,5139490,8711,590,223,2,NSS
6.0/F低層C,6.0,低層,C,4929450,8355,590,172,2,NSS
14.0/F中層C,14.0,中層,C,5066330,8587,590,186,2,NSS
22.0/F高層C,22.0,高層,C,5194950,8805,590,176,2,NSS
6.0/F低層E,6.0,低層,E,4194848,9824,427,305,4,NSS
14.0/F中層E,14.0,中層,E,4296474,10062,427,307,4,NSS
22.0/F高層E,22.0,高層,E,4126101,9663,427,226,3,NSS
6.0/F低層F,6.0,低層,F,4254628,9964,427,280,3,NSS
14.0/F中層F,14.0,中層,F,4349422,10186,427,243,3,NSS
22.0/F高層F,22.0,高層,F,4465993,10459,427,215,3,NSS
6.0/F低層G,6.0,低層,G,4922273,8357,589,172,2,NSS
14.0/F中層G,14.0,中層,G,5058921,8589,589,186,2,NSS
22.0/F高層G,22.0,高層,G,5187323,8807,589,176,2,NSS
6.0/F低層H,6.0,低層,H,4929450,8355,590,172,2,NSS
14.0/F中層H,14.0,中層,H,5066330,8587,590,186,2,NSS
22.0/F高層H,22.0,高層,H,5194950,8805,590,176,2,NSS
6.0/F低層J,6.0,低層,J,4822660,8174,590,263,3,NSS
14.0/F中層J,14.0,中層,J,4925320,8348,590,336,3,NSS
22.0/F高層J,22.0,高層,J,5087570,8623,590,267,3,NSS
6.0/F低層K,6.0,低層,K,4976461,8449,589,214,2,NSS
14.0/F中層K,14.0,中層,K,5114287,8683,589,231,2,NSS
22.0/F高層K,22.0,高層,K,5244456,8904,589,217,2,NSS
6.0/F低層L,6.0,低層,L,4237975,9925,427,250,3,NSS
14.0/F中層L,14.0,中層,L,4340028,10164,427,236,3,NSS
22.0/F高層L,22.0,高層,L,4455745,10435,427,208,3,NSS
6.0/F低層M,6.0,低層,M,3675189,8607,427,227,3,NSS
14.0/F中層M,14.0,中層,M,3787490,8870,427,229,3,NSS
22.0/F高層M,22.0,高層,M,3886981,9103,427,207,3,NSS
