,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,4327611,9903,437
8.0/F中層A,8.0,中層,A,4377866,10018,437
10.0/F高層A,10.0,高層,A,4412389,10097,437
5.0/F低層B,5.0,低層,B,3688144,10448,353
8.0/F中層B,8.0,中層,B,3731210,10570,353
10.0/F高層B,10.0,高層,B,3760156,10652,353
5.0/F低層C,5.0,低層,C,3156048,10416,303
8.0/F中層C,8.0,中層,C,3193014,10538,303
10.0/F高層C,10.0,高層,C,3217860,10620,303
5.0/F低層D,5.0,低層,D,3584362,10154,353
8.0/F中層D,8.0,中層,D,3625310,10270,353
10.0/F高層D,10.0,高層,D,3652844,10348,353
5.0/F低層E,5.0,低層,E,3627428,10276,353
8.0/F中層E,8.0,中層,E,3670494,10398,353
10.0/F高層E,10.0,高層,E,3699440,10480,353
5.0/F低層F,5.0,低層,F,3595305,10185,353
8.0/F中層F,8.0,中層,F,3638371,10307,353
10.0/F高層F,10.0,高層,F,3668023,10391,353
5.0/F低層G,5.0,低層,G,3126874,8858,353
8.0/F中層G,8.0,中層,G,3173470,8990,353
10.0/F高層G,10.0,高層,G,3201357,9069,353
5.0/F低層H,5.0,低層,H,3572568,10266,348
8.0/F中層H,8.0,中層,H,3615024,10388,348
10.0/F高層H,10.0,高層,H,3643560,10470,348
