,A,B,C,D,E,F,G,H
8.0,13386,14084,14121,14012,13464,14011,14121,13957
14.0,13778,14512,14549,14458,14307,14425,14549,14843
21.0,14653,14582,14782,15191,15059,14887,14782,15348
