,1,10,2,3,5,6,7,8
7.0,5106334,6159372,6745410,5158063,5682378,4971999,6745410,5158063
18.0,5407084,6512824,7195620,5503324,6061868,5246684,7195620,5503324
28.0,5796054,6834698,7604550,5858209,6406456,5671744,7604550,5051397
