,A,B,C,D,E,F,G,H,J,K
5.0,4126240,3714700,3703568,4328704,3394556,4283712,4170640,4385536,4385536,3416968
13.0,4334032,3871516,3855544,4479664,3440242,4495056,4334624,4550704,4550704,3580317
21.0,4741920,3991548,3976544,4714096,3559629,4659632,4693968,4761456,4761456,3716944
