,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,4231248,7196,588
15.0/F中層A,15.0,中層,A,4393536,7472,588
24.0/F高層A,24.0,高層,A,4556412,7749,588
6.0/F低層B,6.0,低層,B,5399040,9120,592
15.0/F中層B,15.0,中層,B,5591440,9445,592
24.0/F高層B,24.0,高層,B,5782656,9768,592
6.0/F低層C,6.0,低層,C,5411472,9141,592
15.0/F中層C,15.0,中層,C,4419280,7465,592
24.0/F高層C,24.0,高層,C,4582672,7741,592
6.0/F低層D,6.0,低層,D,5381376,9152,588
15.0/F中層D,15.0,中層,D,4393536,7472,588
24.0/F高層D,24.0,高層,D,4556412,7749,588
6.0/F低層E,6.0,低層,E,4185872,9712,431
15.0/F中層E,15.0,中層,E,4336291,10061,431
24.0/F高層E,24.0,高層,E,4470763,10373,431
6.0/F低層F,6.0,低層,F,4575252,9453,484
15.0/F中層F,15.0,中層,F,4738360,9790,484
24.0/F高層F,24.0,高層,F,3912656,8084,484
6.0/F低層G,6.0,低層,G,5411472,9141,592
15.0/F中層G,15.0,中層,G,4419280,7465,592
24.0/F高層G,24.0,高層,G,4582672,7741,592
6.0/F低層H,6.0,低層,H,5411472,9141,592
15.0/F中層H,15.0,中層,H,4419280,7465,592
24.0/F高層H,24.0,高層,H,4582672,7741,592
6.0/F低層J,6.0,低層,J,4579608,9462,484
15.0/F中層J,15.0,中層,J,4742232,9798,484
24.0/F高層J,24.0,高層,J,4905340,10135,484
6.0/F低層K,6.0,低層,K,4184579,9709,431
15.0/F中層K,15.0,中層,K,4334567,10057,431
24.0/F高層K,24.0,高層,K,4484555,10405,431
