,subjFloor,floorLv,unitNo,price,npsf,nfa
8.0/F低層A,8.0,低層,A,5635285,15355,367
16.0/F中層A,16.0,中層,A,5937326,16178,367
25.0/F高層A,25.0,高層,A,6163031,16793,367
8.0/F低層B,8.0,低層,B,5622807,15321,367
16.0/F中層B,16.0,中層,B,5825391,15873,367
25.0/F高層B,25.0,高層,B,6131469,16707,367
8.0/F低層C,8.0,低層,C,5997859,19537,307
16.0/F中層C,16.0,中層,C,6142456,20008,307
25.0/F高層C,25.0,高層,C,6357356,20708,307
8.0/F低層D,8.0,低層,D,5735988,18684,307
16.0/F中層D,16.0,中層,D,5999701,19543,307
25.0/F高層D,25.0,高層,D,6235477,20311,307
8.0/F低層E,8.0,低層,E,5810344,15832,367
16.0/F中層E,16.0,中層,E,6269461,17083,367
25.0/F高層E,25.0,高層,E,6519755,17765,367
8.0/F低層F,8.0,低層,F,5746119,15657,367
16.0/F中層F,16.0,中層,F,5951639,16217,367
25.0/F高層F,25.0,高層,F,6177711,16833,367
8.0/F低層G,8.0,低層,G,5517900,18393,300
16.0/F中層G,16.0,中層,G,5764800,19216,300
25.0/F高層G,25.0,高層,G,5985000,19950,300
8.0/F低層H,8.0,低層,H,5292600,17642,300
16.0/F中層H,16.0,中層,H,5491200,18304,300
25.0/F高層H,25.0,高層,H,5803200,19344,300
