,A,B,C,D,E,F,G
2.0,5079600,4256400,4490220,4033370,4033370,3794400,5241600
3.0,5100120,4274000,4508700,4049650,4049650,3810040,4201080
4.0,5121000,4291600,4527180,4066300,4066300,3825680,4218240
