,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層1,2.0,低層,1,2934840,7932,370
3.0/F中層1,3.0,中層,1,3850220,10406,370
4.0/F高層1,4.0,高層,1,3864280,10444,370
2.0/F低層10,2.0,低層,10,4752180,9318,510
3.0/F中層10,3.0,中層,10,4770540,9354,510
4.0/F高層10,4.0,高層,10,4787880,9388,510
2.0/F低層11,2.0,低層,11,4474025,9419,475
3.0/F中層11,3.0,中層,11,4491125,9455,475
4.0/F高層11,4.0,高層,11,4507750,9490,475
2.0/F低層12,2.0,低層,12,4752180,9318,510
3.0/F中層12,3.0,中層,12,4770540,9354,510
4.0/F高層12,4.0,高層,12,4562460,8946,510
2.0/F低層13,2.0,低層,13,4487800,9448,475
3.0/F中層13,3.0,中層,13,4509650,9494,475
4.0/F高層13,4.0,高層,13,4521525,9519,475
2.0/F低層14,2.0,低層,14,4737900,9290,510
3.0/F中層14,3.0,中層,14,4756260,9326,510
4.0/F高層14,4.0,高層,14,4773600,9360,510
2.0/F低層2,2.0,低層,2,3933540,9594,410
3.0/F中層2,3.0,中層,2,3948710,9631,410
4.0/F高層2,4.0,高層,2,3963060,9666,410
2.0/F低層3,2.0,低層,3,4474025,9419,475
3.0/F中層3,3.0,中層,3,3502650,7374,475
4.0/F高層3,4.0,高層,3,4507750,9490,475
2.0/F低層5,2.0,低層,5,4001400,8424,475
3.0/F中層5,3.0,中層,5,4011850,8446,475
4.0/F高層5,4.0,高層,5,4021825,8467,475
2.0/F低層6,2.0,低層,6,4752180,9318,510
3.0/F中層6,3.0,中層,6,4770540,9354,510
4.0/F高層6,4.0,高層,6,4787880,9388,510
2.0/F低層7,2.0,低層,7,4474025,9419,475
3.0/F中層7,3.0,中層,7,4491125,9455,475
4.0/F高層7,4.0,高層,7,4507750,9490,475
2.0/F低層8,2.0,低層,8,4462500,8750,510
3.0/F中層8,3.0,中層,8,4544610,8911,510
4.0/F高層8,4.0,高層,8,4561950,8945,510
2.0/F低層9,2.0,低層,9,4474025,9419,475
3.0/F中層9,3.0,中層,9,4491125,9455,475
4.0/F高層9,4.0,高層,9,4507750,9490,475
