,A,B,C,D,E,F,G,H,I,J,K,L
2.0,620,620,620,660,590,460,430,405,580,560,560,560
3.0,620,620,620,660,590,460,430,405,580,560,560,560
4.0,620,620,620,660,590,460,430,405,580,560,560,560
